Event type,Event data,IP Address,Source Module,Scope Distance,Event Tags,Discovery Path
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/docker-shipit-engine'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/docker-shipit-engine"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/kubernetes-sample-apps'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/kubernetes-sample-apps"
SOCIAL,"{'platform': 'github', 'url': 'https://github.com/readme', 'profile_name': 'readme'}",,httpx->excavate->social,2,"distance-2,spider-danger","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> speculated URL_UNVERIFIED: https://github.com/digitalocean --> httpx visited https://github.com/digitalocean and got status code 200 --> HTTP_RESPONSE was 285.99KB with text/html content type --> Excavate's URLExtractor emitted URL_UNVERIFIED https://github.com/readme, because HTTP response (body) contains full URL --> social detected github SOCIAL at https://github.com/readme"
DNS_NAME,redirected.nyc2.sonar.digitalocean.com,169.254.169.254,columbus,0,"a-record,cloud-digitalocean,in-scope,private-ip,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: redirected.nyc2.sonar.digitalocean.com"
DNS_NAME,mailgun.org,34.110.180.34,CNAME,1,"a-record,affiliate,cloud-google,distance-1,domain,mx-record,ns-record,soa-record,txt-record","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> certspotter searched certspotter API for ""digitalocean.com"" and found DNS_NAME: email.comms.digitalocean.com --> CNAME record for email.comms.digitalocean.com contains DNS_NAME: mailgun.org"
DNS_NAME,console-nyc2.digitalocean.com,,crt,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> crt searched crt API for ""digitalocean.com"" and found DNS_NAME: console-nyc2.digitalocean.com"
DNS_NAME,nyc2.mirrors.digitalocean.com,"172.67.148.71,2606:4700:3036::ac43:9447,104.21.29.13,2606:4700:3034::6815:1d0d",columbus,0,"a-record,aaaa-record,cdn-cloudflare,cloud-digitalocean,cname-record,in-scope,ns-record,soa-record,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: nyc2.mirrors.digitalocean.com"
DNS_NAME,console-sfo2.digitalocean.com,,crt,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> crt searched crt API for ""digitalocean.com"" and found DNS_NAME: console-sfo2.digitalocean.com"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/prometheus'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/prometheus"
ASN,"{'name': 'OMNITURE', 'description': 'Adobe Inc.', 'country': 'US', 'asn': '15224', 'subnet': '192.28.144.0/23'}",,asn,1,distance-1,"Scan moist_fred seeded with DNS_NAME: digitalocean.com --> dnsbrute tried 4,989 subdomains against ""digitalocean.com"" and found DNS_NAME: support.digitalocean.com --> TXT record for support.digitalocean.com contains IP_ADDRESS: 192.28.144.201 --> asn checked 192.28.144.201 against ripe API and got ASN: AS15224 (OMNITURE, Adobe Inc., 192.28.144.0/23)"
DNS_NAME,redirected.blr1.sonar.digitalocean.com,169.254.169.254,columbus,0,"a-record,cloud-digitalocean,in-scope,private-ip,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: redirected.blr1.sonar.digitalocean.com"
DNS_NAME,marketplace-staging-prometheus-blr1.digitalocean.com,,anubisdb,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: marketplace-staging-prometheus-blr1.digitalocean.com"
DNS_NAME,marketplace-staging-grafana-blr1.digitalocean.com,,anubisdb,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: marketplace-staging-grafana-blr1.digitalocean.com"
DNS_NAME,stage-rdnsdoh-nyc2.digitalocean.com,"162.243.8.142,162.243.8.104",columbus,0,"a-record,cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: stage-rdnsdoh-nyc2.digitalocean.com"
OPEN_TCP_PORT,vpn-nyc3.digitalocean.com:443,162.243.188.132,internetdb,0,"cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> dnsdumpster searched dnsdumpster API for ""digitalocean.com"" and found DNS_NAME: vpn-nyc3.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""vpn-nyc3.digitalocean.com (162.243.188.132)"" and found OPEN_TCP_PORT: vpn-nyc3.digitalocean.com:443"
TECHNOLOGY,"{'host': 'mirrors.digitalocean.com', 'technology': 'cloudflare', 'url': 'http://mirrors.digitalocean.com:2087/'}","172.67.148.71,2606:4700:3036::ac43:9447,104.21.29.13,2606:4700:3034::6815:1d0d",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> otx searched otx API for ""digitalocean.com"" and found DNS_NAME: mirrors.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""mirrors.digitalocean.com (104.21.29.13)"" and found OPEN_TCP_PORT: mirrors.digitalocean.com:2087 --> httpx visited mirrors.digitalocean.com:2087 and got status code 400 at http://mirrors.digitalocean.com:2087/ --> HTTP_RESPONSE was 655B with text/html content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: cloudflare"
DNS_NAME,enterpriseenrollment-s.manage.microsoft.com,13.67.15.129,CNAME,1,"affiliate,cloud-azure,distance-1,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: enterpriseenrollment.digitalocean.com --> CNAME record for enterpriseenrollment.digitalocean.com contains DNS_NAME: enterpriseenrollment-s.manage.microsoft.com"
DNS_NAME,speedtest-nyc1.digitalocean.com,,anubisdb,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: speedtest-nyc1.digitalocean.com"
ASN,"{'name': 'SENDGRID', 'description': 'SendGrid, Inc.', 'country': 'US', 'asn': '11377', 'subnet': '167.89.114.0/23'}",,asn,1,distance-1,"Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: entelolink.digitalocean.com --> A record for entelolink.digitalocean.com contains IP_ADDRESS: 167.89.115.56 --> asn checked 167.89.115.56 against ripe API and got ASN: AS11377 (SENDGRID, SendGrid, Inc., 167.89.114.0/23)"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/flipper'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/flipper"
DNS_NAME,marketplace-staging-grafana-sfo2.digitalocean.com,,anubisdb,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: marketplace-staging-grafana-sfo2.digitalocean.com"
DNS_NAME,mda.referrals.digitalocean.com,"76.223.125.47,15.197.175.4",columbus,0,"a-record,cloud-amazon,cloud-digitalocean,cname-record,in-scope,mx-record,ns-record,soa-record,subdomain,txt-record","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: mda.referrals.digitalocean.com"
DNS_NAME,artifactory.internal.digitalocean.com,,crt,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> crt searched crt API for ""digitalocean.com"" and found DNS_NAME: artifactory.internal.digitalocean.com"
DNS_NAME,marketplace-staging-utility.digitalocean.com,,anubisdb,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: marketplace-staging-utility.digitalocean.com"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/digitalocean_discourse_theme'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/digitalocean_discourse_theme"
OPEN_TCP_PORT,digitalocean.com:2095,"2606:4700::6813:ae44,104.19.173.68,104.19.174.68,2606:4700::6813:ad44",internetdb,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> internetdb queried Shodan's InternetDB API for ""digitalocean.com (104.19.173.68)"" and found OPEN_TCP_PORT: digitalocean.com:2095"
DNS_NAME,vpn-sfo2-trust.digitalocean.com,138.68.32.133,columbus,0,"a-record,cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: vpn-sfo2-trust.digitalocean.com"
DNS_NAME,lon1.mirrors.digitalocean.com,"172.67.148.71,2606:4700:3036::ac43:9447,104.21.29.13,2606:4700:3034::6815:1d0d",columbus,0,"a-record,aaaa-record,cdn-cloudflare,cloud-digitalocean,cname-record,in-scope,ns-record,soa-record,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: lon1.mirrors.digitalocean.com"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/gobgp'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/gobgp"
TECHNOLOGY,"{'host': 'sbc.digitalocean.com', 'technology': 'nginx', 'url': 'https://sbc.digitalocean.com/'}",34.102.213.72,httpx->wappalyzer,0,"cloud-digitalocean,cloud-google,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: sbc.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""sbc.digitalocean.com (34.102.213.72)"" and found OPEN_TCP_PORT: sbc.digitalocean.com:443 --> httpx visited sbc.digitalocean.com:443 and got status code 404 at https://sbc.digitalocean.com/ --> HTTP_RESPONSE was 129B with application/json content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: nginx"
TECHNOLOGY,"{'host': 'mirrors.digitalocean.com', 'technology': 'cloudflare', 'url': 'http://mirrors.digitalocean.com:2053/'}","172.67.148.71,2606:4700:3036::ac43:9447,104.21.29.13,2606:4700:3034::6815:1d0d",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> otx searched otx API for ""digitalocean.com"" and found DNS_NAME: mirrors.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""mirrors.digitalocean.com (104.21.29.13)"" and found OPEN_TCP_PORT: mirrors.digitalocean.com:2053 --> httpx visited mirrors.digitalocean.com:2053 and got status code 400 at http://mirrors.digitalocean.com:2053/ --> HTTP_RESPONSE was 655B with text/html content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: cloudflare"
TECHNOLOGY,"{'host': 'marketplace-assets.digitalocean.com', 'technology': 'cloudflare', 'url': 'http://marketplace-assets.digitalocean.com/'}","2606:4700::6813:ae44,104.19.174.68,104.19.173.68,2606:4700::6813:ad44",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> myssl searched myssl API for ""digitalocean.com"" and found DNS_NAME: marketplace-assets.digitalocean.com --> speculated OPEN_TCP_PORT: marketplace-assets.digitalocean.com:80 --> httpx visited marketplace-assets.digitalocean.com:80 and got status code 302 at http://marketplace-assets.digitalocean.com/ --> HTTP_RESPONSE was 0B with unspecified content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: cloudflare"
DNS_NAME,rel.tunnels.api.visualstudio.com,,httpx->excavate,2,"affiliate,distance-2,ns-record,soa-record,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> speculated URL_UNVERIFIED: https://github.com/digitalocean --> httpx visited https://github.com/digitalocean and got status code 200 --> HTTP_RESPONSE was 285.99KB with text/html content type --> Excavate's CSPExtractor emitted DNS_NAME rel.tunnels.api.visualstudio.com, because HTTP response (headers) contains CSP Header"
DNS_NAME,prod-codd-admin.ams3.internal.digitalocean.com,,anubisdb,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: prod-codd-admin.ams3.internal.digitalocean.com"
SOCIAL,"{'platform': 'github', 'url': 'https://github.com/eduaravila', 'profile_name': 'eduaravila'}",,httpx->excavate->social,2,"distance-2,spider-danger","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> speculated URL_UNVERIFIED: https://github.com/digitalocean --> httpx visited https://github.com/digitalocean and got status code 200 --> HTTP_RESPONSE was 285.99KB with text/html content type --> Excavate's URLExtractor emitted URL_UNVERIFIED https://github.com/eduaravila, because HTTP response (body) contains tag with src or href attribute --> social detected github SOCIAL at https://github.com/eduaravila"
SOCIAL,"{'platform': 'github', 'url': 'https://github.com/halkeye', 'profile_name': 'halkeye'}",,httpx->excavate->social,2,"distance-2,spider-danger","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> speculated URL_UNVERIFIED: https://github.com/digitalocean --> httpx visited https://github.com/digitalocean and got status code 200 --> HTTP_RESPONSE was 285.99KB with text/html content type --> Excavate's URLExtractor emitted URL_UNVERIFIED https://github.com/halkeye, because HTTP response (body) contains tag with src or href attribute --> social detected github SOCIAL at https://github.com/halkeye"
URL,https://ns2.digitalocean.com:2087/,173.245.59.41,httpx,0,"cdn-cloudflare,cloud-digitalocean,dir,in-scope,ip-173-245-59-41,status-403","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> hackertarget searched hackertarget API for ""digitalocean.com"" and found DNS_NAME: ns2.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""ns2.digitalocean.com (173.245.59.41)"" and found OPEN_TCP_PORT: ns2.digitalocean.com:2087 --> httpx visited ns2.digitalocean.com:2087 and got status code 403 at https://ns2.digitalocean.com:2087/"
DNS_NAME,ns15.dnsmadeeasy.com,"2600:1800:15::1,208.94.149.4",NS,1,"a-record,aaaa-record,affiliate,distance-1,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> dnsbrute tried 4,989 subdomains against ""digitalocean.com"" and found DNS_NAME: em.digitalocean.com --> NS record for em.digitalocean.com contains DNS_NAME: ns15.dnsmadeeasy.com"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/DOKS'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/DOKS"
URL,https://ns3.digitalocean.com/,198.41.222.173,httpx,0,"cdn-cloudflare,cloud-digitalocean,dir,in-scope,ip-198-41-222-173,status-403","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: ns3.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""ns3.digitalocean.com (198.41.222.173)"" and found OPEN_TCP_PORT: ns3.digitalocean.com:443 --> httpx visited ns3.digitalocean.com:443 and got status code 403 at https://ns3.digitalocean.com/"
DNS_NAME,marketplace-staging-frontend-sfo2.digitalocean.com,,anubisdb,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: marketplace-staging-frontend-sfo2.digitalocean.com"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/doks-debug'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/doks-debug"
URL,https://cloudsupport.digitalocean.com/,13.228.64.85,httpx,0,"cloud-amazon,cloud-digitalocean,dir,in-scope,ip-13-228-64-85,status-301","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> leakix searched leakix API for ""digitalocean.com"" and found DNS_NAME: cloudsupport.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""cloudsupport.digitalocean.com (13.228.64.83)"" and found OPEN_TCP_PORT: cloudsupport.digitalocean.com:443 --> httpx visited cloudsupport.digitalocean.com:443 and got status code 301 at https://cloudsupport.digitalocean.com/"
DNS_NAME,nbg1vnc01.digitalocean.com,69.55.54.2,columbus,0,"a-record,cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: nbg1vnc01.digitalocean.com"
DNS_NAME,support-api-preprod.digitalocean.com,"104.19.174.68,2606:4700::6813:ae44,104.19.173.68,2606:4700::6813:ad44",columbus,0,"a-record,aaaa-record,cdn-cloudflare,cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: support-api-preprod.digitalocean.com"
TECHNOLOGY,"{'host': 'sbc.digitalocean.com', 'technology': 'cpe:/a:f5:nginx'}",34.102.213.72,internetdb,0,"cloud-digitalocean,cloud-google,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: sbc.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""sbc.digitalocean.com (34.102.213.72)"" and found TECHNOLOGY: {'host': 'sbc.digitalocean.com', 'technology': 'cpe:/a:f5:nginx'}"
DNS_NAME,poweriq04.sgp1.internal.digitalocean.com,,anubisdb,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: poweriq04.sgp1.internal.digitalocean.com"
DNS_NAME,internal-lb.digitalocean.com,"104.19.174.68,2606:4700::6813:ae44,104.19.173.68,2606:4700::6813:ad44",columbus,0,"a-record,aaaa-record,cdn-cloudflare,cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: internal-lb.digitalocean.com"
DNS_NAME,sfo2-sslvpn1.internal.digitalocean.com,,otx,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> otx searched otx API for ""digitalocean.com"" and found DNS_NAME: sfo2-sslvpn1.internal.digitalocean.com"
URL,https://docs.digitalocean.com/products/storage,104.19.174.68,httpx->excavate->httpx,0,"cdn-cloudflare,cloud-digitalocean,endpoint,http-title-301-moved-permanently,in-scope,ip-104-19-174-68,spider-danger,status-301","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated OPEN_TCP_PORT: digitalocean.com:443 --> httpx visited digitalocean.com:443 and got status code 301 at https://digitalocean.com/ --> HTTP_RESPONSE was 167B with text/html content type --> excavate looked in ""Location"" header and found URL_UNVERIFIED: https://www.digitalocean.com/ --> httpx visited https://www.digitalocean.com/ and got status code 200 --> HTTP_RESPONSE was 218.05KB with text/html content type --> Excavate's URLExtractor emitted URL_UNVERIFIED https://docs.digitalocean.com/products/storage, because HTTP response (body) contains full URL --> httpx visited https://docs.digitalocean.com/products/storage and got status code 301"
TECHNOLOGY,"{'host': 'ns2.digitalocean.com', 'technology': 'cloudflare', 'url': 'https://ns2.digitalocean.com:2087/'}","173.245.59.41,2400:cb00:2049:1::adf5:3b29",httpx->wappalyzer,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> hackertarget searched hackertarget API for ""digitalocean.com"" and found DNS_NAME: ns2.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""ns2.digitalocean.com (173.245.59.41)"" and found OPEN_TCP_PORT: ns2.digitalocean.com:2087 --> httpx visited ns2.digitalocean.com:2087 and got status code 403 at https://ns2.digitalocean.com:2087/ --> HTTP_RESPONSE was 16B with text/plain content type --> wappalyzer analyzed HTTP_RESPONSE and identified TECHNOLOGY: cloudflare"
TECHNOLOGY,"{'host': 'ir.digitalocean.com', 'technology': 'cpe:/a:jquery:jquery'}","2606:4700:7::a29f:810b,2606:4700:7::a29f:820b,162.159.129.11,162.159.130.11",internetdb,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> certspotter searched certspotter API for ""digitalocean.com"" and found DNS_NAME: ir.digitalocean.com --> internetdb queried Shodan's InternetDB API for ""ir.digitalocean.com (162.159.129.11)"" and found TECHNOLOGY: {'host': 'ir.digitalocean.com', 'technology': 'cpe:/a:jquery:jquery'}"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/linux'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/linux"
URL,http://lb.digitalocean.com/,104.19.173.68,httpx,0,"cdn-cloudflare,cloud-digitalocean,dir,in-scope,ip-104-19-173-68,status-301","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> anubisdb searched anubisdb API for ""digitalocean.com"" and found DNS_NAME: lb.digitalocean.com --> speculated OPEN_TCP_PORT: lb.digitalocean.com:80 --> httpx visited lb.digitalocean.com:80 and got status code 301 at http://lb.digitalocean.com/"
OPEN_TCP_PORT,marketplace-assets.digitalocean.com:80,"2606:4700::6813:ae44,104.19.174.68,104.19.173.68,2606:4700::6813:ad44",speculate,0,"cdn-cloudflare,cloud-digitalocean,in-scope","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> myssl searched myssl API for ""digitalocean.com"" and found DNS_NAME: marketplace-assets.digitalocean.com --> speculated OPEN_TCP_PORT: marketplace-assets.digitalocean.com:80"
URL,https://support.digitalocean.com/,104.19.173.68,httpx,0,"cdn-cloudflare,cloud-digitalocean,dir,http-title-301-moved-permanently,in-scope,ip-104-19-173-68,status-301","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> dnsbrute tried 4,989 subdomains against ""digitalocean.com"" and found DNS_NAME: support.digitalocean.com --> speculated OPEN_TCP_PORT: support.digitalocean.com:443 --> httpx visited support.digitalocean.com:443 and got status code 301 at https://support.digitalocean.com/"
URL,http://cloudsupport-full-staging.digitalocean.com/,13.228.64.84,httpx,0,"cloud-amazon,cloud-digitalocean,dir,in-scope,ip-13-228-64-84,status-301","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> certspotter searched certspotter API for ""digitalocean.com"" and found DNS_NAME: cloudsupport-full-staging.digitalocean.com --> speculated OPEN_TCP_PORT: cloudsupport-full-staging.digitalocean.com:80 --> httpx visited cloudsupport-full-staging.digitalocean.com:80 and got status code 301 at http://cloudsupport-full-staging.digitalocean.com/"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/autoscaler'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/autoscaler"
DNS_NAME,ams1.sonar.digitalocean.com,"2606:4700::6813:ad44,2606:4700::6813:ae44,104.19.173.68,104.19.174.68",columbus,0,"a-record,aaaa-record,cdn-cloudflare,cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> columbus searched columbus API for ""digitalocean.com"" and found DNS_NAME: ams1.sonar.digitalocean.com"
DNS_NAME,rewards.digitalocean.com,"3.218.209.62,52.204.181.79",certspotter,0,"a-record,cloud-amazon,cloud-digitalocean,cname-record,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> certspotter searched certspotter API for ""digitalocean.com"" and found DNS_NAME: rewards.digitalocean.com"
CODE_REPOSITORY,{'url': 'https://github.com/digitalocean/osinfo-db-tools'},20.205.243.166,github_org,1,"cdn-github,distance-1,git","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> speculated ORG_STUB: digitalocean --> github_org tried ""digitalocean"" as GitHub profile and discovered SOCIAL: https://github.com/digitalocean --> github_org listed repos for GitHub profile and discovered CODE_REPOSITORY: https://github.com/digitalocean/osinfo-db-tools"
DNS_NAME,marina.digitalocean.com,,crt,0,"cloud-digitalocean,in-scope,subdomain","Scan moist_fred seeded with DNS_NAME: digitalocean.com --> crt searched crt API for ""digitalocean.com"" and found DNS_NAME: marina.digitalocean.com"
